"diversity_shannon","observed","chao1","PD","SR","sampleID","seqID","Mouse","Treatment","Diet","Cage","Desc","Day","Rec_day","Rec_day_adj","Sac.group","Aim","Cohort","reads.in","reads.out","nseqs","seq_run","Abx","Post.diet","Post.micr","Pre.diet"
4.38159826336793,277,277.5,22.565447952,277,"HF5000","MMF.16S.202_HF5000","1587","RC-PBS-PBS","RC","1A","baseline",21,-31,-31,NA,"A2","C1",68220,62320,52381,"Feb_2022","PBS","RC","PBS","RC"
3.55657996782859,96,96,10.144516135,96,"HF5004","MMF.16S.202_HF5004","1585","RC-RC","RC","1B","baseline",21,-31,-31,NA,"A2","C1",10640,9436,7089,"Feb_2022","ABX","RC","RC","RC"
4.49318700637564,300,315,20.477482067,300,"HF5005","MMF.16S.202_HF5005","1574","RC-ABX-PBS","RC","1B","baseline",21,-31,-31,NA,"A2","C1",94848,84343,65172,"Feb_2022","ABX","RC","PBS","RC"
3.55463797947118,91,91,10.389949259,91,"HF5006","MMF.16S.202_HF5006","1566","RC-DIET","RC","1B","baseline",21,-31,-31,NA,"A2","C1",10050,8869,7089,"Feb_2022","ABX","WD","RC","RC"
3.78059123203095,213,219,15.978923906,213,"HF5007","MMF.16S.203_HF5007","1588","RC-MICR","RC","1B","baseline",21,-31,-31,NA,"A2","C1",47461,41593,30420,"Feb_2022","ABX","RC","WD","RC"
3.22087828008628,138,138,12.188501018,138,"HF5011","MMF.16S.203_HF5011","1568","RC-WD","RC","1C","baseline",21,-31,-31,NA,"A2","C1",40237,34255,27926,"Feb_2022","ABX","WD","WD","RC"
2.99858164968403,63,63,8.212114711,63,"HF5012","MMF.16S.203_HF5012","1571","WD-RC","WD","1D","baseline",21,-31,-31,NA,"A2","C1",4335,3490,2659,"Feb_2022","ABX","RC","RC","WD"
2.78111039026818,95,95,9.973244106,95,"HF5013","MMF.16S.203_HF5013","1589","WD-MICR","WD","1D","baseline",21,-31,-31,NA,"A2","C1",17989,15882,13983,"Feb_2022","ABX","WD","RC","WD"
3.03722243578948,91,91,9.291261365,91,"HF5018","MMF.16S.203_HF5018","1580","WD-DIET","WD","1E","baseline",21,-31,-31,NA,"A2","C1",17734,14670,11813,"Feb_2022","ABX","RC","WD","WD"
2.58778393880804,70,71,8.028844621,70,"HF5020","MMF.16S.203_HF5020","1570","WD-ABX-PBS","WD","1E","baseline",21,-31,-31,NA,"A2","C1",13910,12523,9900,"Feb_2022","ABX","WD","PBS","WD"
2.23573412755951,33,33,6.281832877,33,"HF5022","MMF.16S.203_HF5022","1584","WD-WD","WD","1F","baseline",21,-31,-31,NA,"A2","C1",3583,3152,2502,"Feb_2022","ABX","WD","WD","WD"
3.22810367402116,215,218,16.105235516,215,"HF5072","MMF.16S.203_HF5072","1587","RC-PBS-PBS","RC","1A","pre-abx",49,-3,-3,NA,"A2","C1",47888,43044,31348,"Feb_2022","PBS","RC","PBS","RC"
2.48294891695502,55,55,7.753094036,55,"HF5076","MMF.16S.203_HF5076","1585","RC-RC","RC","1B","pre-abx",49,-3,-3,NA,"A2","C1",4939,4495,3443,"Feb_2022","ABX","RC","RC","RC"
3.45234687909948,73,73.5,9.48640082,73,"HF5077","MMF.16S.203_HF5077","1566","RC-DIET","RC","1B","pre-abx",49,-3,-3,NA,"A2","C1",4157,3555,2430,"Feb_2022","ABX","WD","RC","RC"
2.76291432559571,67,67,8.881242442,67,"HF5078","MMF.16S.203_HF5078","1588","RC-MICR","RC","1B","pre-abx",49,-3,-3,NA,"A2","C1",5348,4597,3778,"Feb_2022","ABX","RC","WD","RC"
3.12149014107953,74,74.3333333333333,8.615252895,74,"HF5079","MMF.16S.203_HF5079","1574","RC-ABX-PBS","RC","1B","pre-abx",49,-3,-3,NA,"A2","C1",18779,13822,10590,"Feb_2022","ABX","RC","PBS","RC"
2.78461769559378,213,213.5,15.580738245,213,"HF5083","MMF.16S.203_HF5083","1568","RC-WD","RC","1C","pre-abx",49,-3,-3,NA,"A2","C1",57736,51471,39496,"Feb_2022","ABX","WD","WD","RC"
1.54832494067175,22,22,4.992259224,22,"HF5084","MMF.16S.203_HF5084","1571","WD-RC","WD","1D","pre-abx",49,-3,-3,NA,"A2","C1",21799,19164,15428,"Feb_2022","ABX","RC","RC","WD"
1.6475324128963,23,23,4.532652871,23,"HF5085","MMF.16S.203_HF5085","1589","WD-MICR","WD","1D","pre-abx",49,-3,-3,NA,"A2","C1",21869,16575,13570,"Feb_2022","ABX","WD","RC","WD"
1.50085308714511,48,48,7.514456539,48,"HF5086","MMF.16S.203_HF5086","1569","WD-PBS-PBS","WD","1D","pre-abx",49,-3,-3,NA,"A2","C1",80949,74253,55889,"Feb_2022","PBS","WD","PBS","WD"
2.37350154713746,34,34,6.16669377,34,"HF5090","MMF.16S.203_HF5090","1580","WD-DIET","WD","1E","pre-abx",49,-3,-3,NA,"A2","C1",5922,4798,3771,"Feb_2022","ABX","RC","WD","WD"
2.53455597998271,85,85,9.497333262,85,"HF5091","MMF.16S.203_HF5091","1570","WD-ABX-PBS","WD","1E","pre-abx",49,-3,-3,NA,"A2","C1",30624,27087,19951,"Feb_2022","ABX","WD","PBS","WD"
1.53752889672484,17,17,4.295190071,17,"HF5094","MMF.16S.203_HF5094","1584","WD-WD","WD","1F","pre-abx",49,-3,-3,NA,"A2","C1",13305,11510,9800,"Feb_2022","ABX","WD","WD","WD"
4.28218902649212,257,260.75,17.171795241,257,"HF5096","MMF.16S.203_HF5096","1587","RC-PBS-PBS","RC","1A","post-abx",52,0,0,NA,"A2","C1",39761,33091,24044,"Feb_2022","PBS","RC","PBS","RC"
0.0917361946034034,13,13,2.242253292,13,"HF5100","MMF.16S.203_HF5100","1566","RC-DIET","RC","1B","post-abx",52,0,0,NA,"A2","C1",52535,50704,50518,"Feb_2022","ABX","WD","RC","RC"
2.42666587376549,57,57,8.422402481,57,"HF5101","MMF.16S.203_HF5101","1588","RC-MICR","RC","1B","post-abx",52,0,0,NA,"A2","C1",24988,22809,22387,"Feb_2022","ABX","RC","WD","RC"
1.05047717519184,15,15,3.090341928,15,"HF5102","MMF.16S.203_HF5102","1574","RC-ABX-PBS","RC","1B","post-abx",52,0,0,NA,"A2","C1",8973,3629,2990,"Feb_2022","ABX","RC","PBS","RC"
1.42708644716672,12,12,3.136821284,12,"HF5108","MMF.16S.203_HF5108","1569","WD-PBS-PBS","WD","1D","post-abx",52,0,0,NA,"A2","C1",3379,2999,2418,"Feb_2022","PBS","WD","PBS","WD"
0.158502494894109,14,14,2.709327902,14,"HF5110","MMF.16S.203_HF5110","1589","WD-MICR","WD","1E","post-abx",52,0,0,NA,"A2","C1",46689,44397,44309,"Feb_2022","ABX","WD","RC","WD"
0.274676985957536,14,14,2.640768503,14,"HF5113","MMF.16S.203_HF5113","1580","WD-DIET","WD","1E","post-abx",52,0,0,NA,"A2","C1",56955,54998,54733,"Feb_2022","ABX","RC","WD","WD"
0.378415523549875,12,12,2.592128554,12,"HF5114","MMF.16S.203_HF5114","1570","WD-ABX-PBS","WD","1E","post-abx",52,0,0,NA,"A2","C1",42167,40292,40168,"Feb_2022","ABX","WD","PBS","WD"
0.0540182414133875,5,5,1.678511721,5,"HF5115","MMF.16S.203_HF5115","1571","WD-RC","WD","1F","post-abx",52,0,0,NA,"A2","C1",15229,13744,13654,"Feb_2022","ABX","RC","RC","WD"
0.257067796904786,6,6,2.042874147,6,"HF5118","MMF.16S.203_HF5118","1584","WD-WD","WD","1F","post-abx",52,0,0,NA,"A2","C1",3780,3622,3592,"Feb_2022","ABX","WD","WD","WD"
3.10314255190691,116,116,11.418683368,116,"HF5210","MMF.16S.203_HF5210","1587","RC-PBS-PBS","RC","1","rec-wk2",66,14,14,NA,"A2","C1",33632,29738,23146,"Feb_2022","PBS","RC","PBS","RC"
2.59914232175722,29,29,2.971009492,29,"HF5212","MMF.16S.203_HF5212","1574","RC-ABX-PBS","RC","2","rec-wk2",66,14,14,NA,"A2","C1",12932,12188,10926,"Feb_2022","ABX","RC","PBS","RC"
2.14860952371687,54,54,4.549907023,54,"HF5214","MMF.16S.203_HF5214","1585","RC-RC","RC","3","rec-wk2",66,14,14,NA,"A2","C1",20300,18432,16029,"Feb_2022","ABX","RC","RC","RC"
1.17514871915447,5,5,1.205218198,5,"HF5216","MMF.16S.203_HF5216","1566","RC-DIET","RC","4","rec-wk2",66,14,14,NA,"A2","C1",64963,59603,51713,"Feb_2022","ABX","WD","RC","RC"
1.60679834776519,38,38,5.104811395,38,"HF5218","MMF.16S.203_HF5218","1588","RC-MICR","RC","5","rec-wk2",66,14,14,NA,"A2","C1",26334,23705,20887,"Feb_2022","ABX","RC","WD","RC"
1.86346688670967,77,77,9.221920845,77,"HF5221","MMF.16S.203_HF5221","1569","WD-PBS-PBS","WD","7","rec-wk2",66,14,14,NA,"A2","C1",38744,33518,28108,"Feb_2022","PBS","WD","PBS","WD"
0.470980706817946,4,4,1.572558328,4,"HF5225","MMF.16S.203_HF5225","1570","WD-ABX-PBS","WD","8","rec-wk2",66,14,14,NA,"A2","C1",30577,25928,24747,"Feb_2022","ABX","WD","PBS","WD"
0.483840845806649,4,4,1.229192951,4,"HF5226","MMF.16S.203_HF5226","1584","WD-WD","WD","9","rec-wk2",66,14,14,NA,"A2","C1",32918,31104,26758,"Feb_2022","ABX","WD","WD","WD"
1.60601121338356,48,48,5.553892647,48,"HF5228","MMF.16S.203_HF5228","1580","WD-DIET","WD","10","rec-wk2",66,14,14,NA,"A2","C1",13345,12649,11681,"Feb_2022","ABX","RC","WD","WD"
1.58153404685051,41,41,4.921525771,41,"HF5231","MMF.16S.203_HF5231","1571","WD-RC","WD","12","rec-wk2",66,14,14,NA,"A2","C1",14816,11846,10763,"Feb_2022","ABX","RC","RC","WD"
3.456566582643,155,155,13.404804326,155,"HF5300","MMF.16S.203_HF5300","1624","RC-MICR","RC","2A","baseline",21,-31,-31,NA,"A2","C2",47629,40445,32055,"Feb_2022","ABX","RC","WD","RC"
4.15154548099503,205,208,14.726414354,205,"HF5301","MMF.16S.203_HF5301","1622","RC-ABX-PBS","RC","2A","baseline",21,-31,-31,NA,"A2","C2",23896,20956,14663,"Feb_2022","ABX","RC","PBS","RC"
3.08028405760198,87,87,10.539607654,87,"HF5302","MMF.16S.203_HF5302","1623","RC-PBS-PBS","RC","2A","baseline",21,-31,-31,NA,"A2","C2",11253,9598,7909,"Feb_2022","PBS","RC","PBS","RC"
2.69740892510967,121,121,11.752690599,121,"HF5303","MMF.16S.203_HF5303","1625","RC-PBS-PBS","RC","2A","baseline",21,-31,-31,NA,"A2","C2",32584,29363,22470,"Feb_2022","PBS","RC","PBS","RC"
3.51897625391361,231,233.142857142857,16.470112185,231,"HF5304","MMF.16S.203_HF5304","1621","RC-WD","RC","2B","baseline",21,-31,-31,NA,"A2","C2",86535,78788,62047,"Feb_2022","ABX","WD","WD","RC"
2.58911530991316,82,82,9.244605504,82,"HF5305","MMF.16S.203_HF5305","1639","RC-MICR","RC","2B","baseline",21,-31,-31,NA,"A2","C2",29773,24996,20087,"Feb_2022","ABX","RC","WD","RC"
2.81375546773689,177,180,14.054771481,177,"HF5306","MMF.16S.203_HF5306","1637","RC-DIET","RC","2B","baseline",21,-31,-31,NA,"A2","C2",73305,62205,47452,"Feb_2022","ABX","WD","RC","RC"
3.24721860003379,94,94.3333333333333,9.520558163,94,"HF5307","MMF.16S.203_HF5307","1636","RC-RC","RC","2B","baseline",21,-31,-31,NA,"A2","C2",11220,9044,5750,"Feb_2022","ABX","RC","RC","RC"
2.82847960977045,63,63,8.182174716,63,"HF5308","MMF.16S.203_HF5308","1638","RC-RC","RC","2C","baseline",21,-31,-31,NA,"A2","C2",5951,5117,4136,"Feb_2022","ABX","RC","RC","RC"
3.36127001785372,75,75,8.501098666,75,"HF5310","MMF.16S.203_HF5310","1644","RC-DIET","RC","2C","baseline",21,-31,-31,NA,"A2","C2",7764,6726,4708,"Feb_2022","ABX","WD","RC","RC"
3.25619476370916,79,82,7.895586308,79,"HF5311","MMF.16S.203_HF5311","1641","RC-ABX-PBS","RC","2C","baseline",21,-31,-31,NA,"A2","C2",13745,11263,8290,"Feb_2022","ABX","RC","PBS","RC"
3.23533402696782,130,130.25,11.854204857,130,"HF5312","MMF.16S.203_HF5312","1643","WD-ABX-PBS","WD","2D","baseline",21,-31,-31,NA,"A2","C2",43408,35886,27182,"Feb_2022","ABX","WD","PBS","WD"
2.1814666105827,39,39,5.675903851,39,"HF5313","MMF.16S.203_HF5313","1642","WD-PBS-PBS","WD","2D","baseline",21,-31,-31,NA,"A2","C2",5651,4312,3554,"Feb_2022","PBS","WD","PBS","WD"
1.98877380390912,26,26,5.175300451,26,"HF5314","MMF.16S.203_HF5314","1626","WD-MICR","WD","2D","baseline",21,-31,-31,NA,"A2","C2",2396,2092,1638,"Feb_2022","ABX","WD","RC","WD"
3.47229756479569,223,224,15.816782219,223,"HF5315","MMF.16S.203_HF5315","1629","WD-PBS-PBS","WD","2D","baseline",21,-31,-31,NA,"A2","C2",56447,49136,34329,"Feb_2022","PBS","WD","PBS","WD"
2.01766013862482,113,114,10.976376203,113,"HF5316","MMF.16S.203_HF5316","1627","WD-ABX-PBS","WD","2E","baseline",21,-31,-31,NA,"A2","C2",39650,37242,29634,"Feb_2022","ABX","WD","PBS","WD"
2.11268575074125,116,117.5,11.034460475,116,"HF5317","MMF.16S.203_HF5317","1630","WD-RC","WD","2E","baseline",21,-31,-31,NA,"A2","C2",66863,58909,45749,"Feb_2022","ABX","RC","RC","WD"
3.52017366326545,85,85.3333333333333,8.838796634,85,"HF5318","MMF.16S.203_HF5318","1628","WD-DIET","WD","2E","baseline",21,-31,-31,NA,"A2","C2",8253,6276,4708,"Feb_2022","ABX","RC","WD","WD"
3.1711071166398,50,50,7.130314361,50,"HF5319","MMF.16S.203_HF5319","1631","WD-WD","WD","2E","baseline",21,-31,-31,NA,"A2","C2",3512,3110,2061,"Feb_2022","ABX","WD","WD","WD"
3.53894089841228,163,164.5,13.38278945,163,"HF5320","MMF.16S.203_HF5320","1635","WD-RC","WD","2F","baseline",21,-31,-31,NA,"A2","C2",34382,30685,21618,"Feb_2022","ABX","RC","RC","WD"
3.82545612235479,216,216.3,15.335226526,216,"HF5321","MMF.16S.203_HF5321","1633","WD-WD","WD","2F","baseline",21,-31,-31,NA,"A2","C2",54130,48034,35027,"Feb_2022","ABX","WD","WD","WD"
2.55158683620877,51,51,7.211536931,51,"HF5322","MMF.16S.203_HF5322","1634","WD-MICR","WD","2F","baseline",21,-31,-31,NA,"A2","C2",6551,5920,4752,"Feb_2022","ABX","WD","RC","WD"
3.32913857026043,141,141,12.910755934,141,"HF5323","MMF.16S.203_HF5323","1632.NT","WD-DIET","WD","2F","baseline",21,-31,-31,NA,"A2","C2",17924,15896,12693,"Feb_2022","ABX","RC","WD","WD"
2.83960145956271,143,143,12.884796378,143,"HF5348","MMF.16S.203_HF5348","1622","RC-ABX-PBS","RC","2A","pre-abx",49,-3,-3,NA,"A2","C2",42589,38693,27427,"Feb_2022","ABX","RC","PBS","RC"
2.53530107348264,43,43,6.470999412,43,"HF5349","MMF.16S.203_HF5349","1623","RC-PBS-PBS","RC","2A","pre-abx",49,-3,-3,NA,"A2","C2",7247,6255,5532,"Feb_2022","PBS","RC","PBS","RC"
2.07726784977826,33,33,5.78269299,33,"HF5350","MMF.16S.203_HF5350","1624","RC-MICR","RC","2A","pre-abx",49,-3,-3,NA,"A2","C2",4054,3714,3083,"Feb_2022","ABX","RC","WD","RC"
2.57814035421758,119,119,12.071175901,119,"HF5351","MMF.16S.203_HF5351","1625","RC-PBS-PBS","RC","2A","pre-abx",49,-3,-3,NA,"A2","C2",44708,40938,30592,"Feb_2022","PBS","RC","PBS","RC"
2.26708981384374,30,30,5.940388486,30,"HF5352","MMF.16S.203_HF5352","1621","RC-WD","RC","2B","pre-abx",49,-3,-3,NA,"A2","C2",2864,2400,1631,"Feb_2022","ABX","WD","WD","RC"
2.90362295455706,84,84,9.341466429,84,"HF5353","MMF.16S.203_HF5353","1636","RC-RC","RC","2B","pre-abx",49,-3,-3,NA,"A2","C2",12050,9339,7300,"Feb_2022","ABX","RC","RC","RC"
2.24607820820375,49,49,7.017451806,49,"HF5354","MMF.16S.203_HF5354","1637","RC-DIET","RC","2B","pre-abx",49,-3,-3,NA,"A2","C2",5017,4232,3247,"Feb_2022","ABX","WD","RC","RC"
2.17642316986867,97,97,10.301842427,97,"HF5355","MMF.16S.203_HF5355","1639","RC-MICR","RC","2B","pre-abx",49,-3,-3,NA,"A2","C2",26227,24186,19098,"Feb_2022","ABX","RC","WD","RC"
3.2717138476244,171,172.2,14.091538531,171,"HF5356","MMF.16S.203_HF5356","1638","RC-RC","RC","2C","pre-abx",49,-3,-3,NA,"A2","C2",44538,38652,30029,"Feb_2022","ABX","RC","RC","RC"
1.77463589041863,104,104.5,11.27104515,104,"HF5357","MMF.16S.203_HF5357","1640","RC-WD","RC","2C","pre-abx",49,-3,-3,NA,"A2","C2",37756,33677,28444,"Feb_2022","ABX","WD","WD","RC"
3.25632741729885,175,175.5,14.366192078,175,"HF5358","MMF.16S.204_HF5358","1641","RC-ABX-PBS","RC","2C","pre-abx",49,-3,-3,NA,"A2","C2",45387,39484,30826,"Feb_2022","ABX","RC","PBS","RC"
3.31609945319388,160,160,13.557213839,160,"HF5359","MMF.16S.204_HF5359","1644","RC-DIET","RC","2C","pre-abx",49,-3,-3,NA,"A2","C2",59546,53425,39695,"Feb_2022","ABX","WD","RC","RC"
1.97883492128447,22,22,4.784507943,22,"HF5360","MMF.16S.204_HF5360","1626","WD-MICR","WD","2D","pre-abx",49,-3,-3,NA,"A2","C2",3516,3105,2608,"Feb_2022","ABX","WD","RC","WD"
2.3324944731649,87,87,9.702431276,87,"HF5361","MMF.16S.204_HF5361","1629","WD-PBS-PBS","WD","2D","pre-abx",49,-3,-3,NA,"A2","C2",21506,19600,16223,"Feb_2022","PBS","WD","PBS","WD"
2.39600493031034,31,31,4.924581894,31,"HF5362","MMF.16S.204_HF5362","1642","WD-PBS-PBS","WD","2D","pre-abx",49,-3,-3,NA,"A2","C2",4050,2878,2446,"Feb_2022","PBS","WD","PBS","WD"
2.04250383166709,34,34,6.371780771,34,"HF5363","MMF.16S.204_HF5363","1643","WD-ABX-PBS","WD","2D","pre-abx",49,-3,-3,NA,"A2","C2",13924,12426,10329,"Feb_2022","ABX","WD","PBS","WD"
2.14709838254098,49,49,7.345637442,49,"HF5364","MMF.16S.204_HF5364","1627","WD-ABX-PBS","WD","2E","pre-abx",49,-3,-3,NA,"A2","C2",17001,15481,12438,"Feb_2022","ABX","WD","PBS","WD"
2.21821485755053,42,42,6.853115914,42,"HF5365","MMF.16S.204_HF5365","1628","WD-DIET","WD","2E","pre-abx",49,-3,-3,NA,"A2","C2",7164,6572,5378,"Feb_2022","ABX","RC","WD","WD"
2.57961181503518,155,155.6,12.651904499,155,"HF5366","MMF.16S.204_HF5366","1630","WD-RC","WD","2E","pre-abx",49,-3,-3,NA,"A2","C2",58502,53147,42098,"Feb_2022","ABX","RC","RC","WD"
1.58818685902782,24,24,4.948216434,24,"HF5367","MMF.16S.204_HF5367","1631","WD-WD","WD","2E","pre-abx",49,-3,-3,NA,"A2","C2",7734,7142,5704,"Feb_2022","ABX","WD","WD","WD"
1.95936502049331,36,36,6.381145841,36,"HF5368","MMF.16S.204_HF5368","1632.NT","WD-DIET","WD","2F","pre-abx",49,-3,-3,NA,"A2","C2",6015,5350,4636,"Feb_2022","ABX","RC","WD","WD"
1.7864466230801,34,34,6.193093883,34,"HF5369","MMF.16S.204_HF5369","1633","WD-WD","WD","2F","pre-abx",49,-3,-3,NA,"A2","C2",6909,6151,5414,"Feb_2022","ABX","WD","WD","WD"
1.82278575344322,36,36,6.477043366,36,"HF5370","MMF.16S.204_HF5370","1634","WD-MICR","WD","2F","pre-abx",49,-3,-3,NA,"A2","C2",17180,13001,10533,"Feb_2022","ABX","WD","RC","WD"
2.00535057775542,72,73,8.937633673,72,"HF5371","MMF.16S.204_HF5371","1635","WD-RC","WD","2F","pre-abx",49,-3,-3,NA,"A2","C2",30962,26498,21445,"Feb_2022","ABX","RC","RC","WD"
2.81757663539669,77,77,9.392979324,77,"HF5372","MMF.16S.204_HF5372","1623","RC-PBS-PBS","RC","13","post-abx",52,0,0,NA,"A2","C2",13341,12166,9969,"Feb_2022","PBS","RC","PBS","RC"
2.26527882417187,31,31,5.861309027,31,"HF5373","MMF.16S.204_HF5373","1625","RC-PBS-PBS","RC","13","post-abx",52,0,0,NA,"A2","C2",4660,3065,2288,"Feb_2022","PBS","RC","PBS","RC"
2.46053896890113,46,46,7.195573521,46,"HF5381","MMF.16S.204_HF5381","1624","RC-MICR","RC","17","post-abx",52,0,0,NA,"A2","C2",7713,6668,6192,"Feb_2022","ABX","RC","WD","RC"
1.77937582663513,19,19,4.357484053,19,"HF5383","MMF.16S.204_HF5383","1640","RC-WD","RC","18","post-abx",52,0,0,NA,"A2","C2",4076,3240,1787,"Feb_2022","ABX","WD","WD","RC"
1.68252448100629,14,14,3.228633903,14,"HF5384","MMF.16S.204_HF5384","1629","WD-PBS-PBS","WD","19","post-abx",52,0,0,NA,"A2","C2",5683,5194,4327,"Feb_2022","PBS","WD","PBS","WD"
3.52613224067068,123,123,10.532643475,123,"HF5385","MMF.16S.204_HF5385","1642","WD-PBS-PBS","WD","19","post-abx",52,0,0,NA,"A2","C2",39318,35771,28145,"Feb_2022","PBS","WD","PBS","WD"
